timestamp,value
1723866300,1.166666666666
1723866600,1.06976744186
1723866900,1.272425249169
1723867200,1.403333333333
1723867500,1.342192691029
1723867800,1.408637873754
1723868100,1.643333333333
1723868400,1.501661129568
1723868700,1.677740863787
1723869000,1.667774086378
1723869300,1.783333333333
1723869600,1.764119601328
1723869900,1.6146179402
1723870200,1.75
1723870500,1.667774086378
1723870800,1.960132890365
1723871100,2.295681063122
1723871400,2.546666666666
1723871700,2.468438538205
1723872000,2.624584717607
1723872300,2.498338870431
1723872600,2.776666666666
1723872900,3.176079734219
1723873200,3.1926910299
1723873500,3.57
1723873800,3.72757475083
1723874100,3.72757475083
1723874400,4.0
1723874700,4.83
1723875000,5.478405315614
1723875300,5.784053156146
1723875600,6.059800664451
1723875900,6.563333333333
1723876200,6.8903654485
1723876500,7.239202657807
1723876800,7.897009966777
1723877100,7.976666666666
1723877400,8.122923588039
1723877700,8.205980066445
1723878000,8.980066445182
1723878300,11.647840531561
1723878600,13.426666666666
1723878900,12.671096345514
1723879200,13.342192691029
1723879500,13.586666666666
1723879800,14.6245847176
1723880100,14.8704318937
1723880400,13.710963455149
1723880700,13.793333333333
1723881000,14.209302325581
1723881300,14.186046511627
1723881600,14.4119601329
1723881900,17.033222591362
1723882200,17.73
1723882500,18.013289036544
1723882800,18.571428571428
1723883100,18.0
1723883400,17.860465116279
1723883700,18.694352159468
1723884000,18.1295681063
1723884300,17.59
1723884600,17.8338870432
1723884900,17.006644518272
1723885200,17.435215946843
1723885500,17.6511627907
1723885800,17.621262458471
1723886100,21.13
1723886400,20.102990033222
1723886700,18.3853820598
1723887000,17.372093023255
1723887300,17.372093023255
1723887600,17.603333333333
1723887900,18.398671096345
1723888200,18.2126245847
1723888500,17.01
1723888800,16.664451827242
1723889100,16.398671096345
1723889400,17.408637873754
1723889700,21.5514950166
1723890000,19.186046511627
1723890300,15.88
1723890600,15.2558139535
1723890900,14.986710963455
1723891200,15.0930232558
1723891500,15.09
1723891800,15.09
1723892100,14.6046511628
1723892400,13.943521594684
1723892700,14.059800664451
1723893000,14.17
1723893300,18.392026578073
1723893600,16.401993355481
1723893900,13.1096345515
1723894200,12.89
1723894500,12.873754152823
1723894800,12.176079734219
1723895100,12.295681063122
1723895400,12.163333333333
1723895700,12.242524916943
1723896000,12.5415282392
1723896300,12.5415282392
1723896600,12.498338870431
1723896900,12.556666666666
1723897200,17.0265780731
1723897500,12.2292358804
1723897800,11.666666666666
1723898100,11.681063122923
1723898400,11.777408637873
1723898700,11.674418604651
1723899000,11.663333333333
1723899300,11.322259136212
1723899600,11.122923588039
1723899900,11.813333333333
1723900200,12.378737541528
1723900500,12.378737541528
1723900800,18.7607973422
1723901100,14.7707641196
1723901400,11.810631229235
1723901700,12.26
1723902000,11.172757475083
1723902300,11.473333333333
1723902600,11.3122923588
1723902900,10.637873754152
1723903200,10.9634551495
1723903500,10.966666666666
1723903800,11.093023255813
1723904100,10.830564784053
1723904400,10.691029900332
1723904700,11.003322259136
1723905000,11.003322259136
1723905300,11.193333333333
1723905600,10.9169435216
1723905900,11.122923588039
1723906200,11.08
1723906500,10.900332225913
1723906800,11.607973421926
1723907100,12.4219269103
1723907400,12.256666666666
1723907700,12.1661129568
1723908000,12.112956810631
1723908300,11.6877076412
1723908600,12.2
1723908900,12.594684385382
1723909200,12.235880398671
1723909500,12.235880398671
1723909800,12.386666666666
1723910100,12.049833887043
1723910400,12.219269103
1723910700,11.960132890365
1723911000,12.0631229236
1723911300,11.896666666666
1723911600,12.172757475083
1723911900,12.186046511627
1723912200,12.0265780731
1723912500,11.703333333333
1723912800,11.475083056478
1723913100,10.7342192691
1723913400,10.750830564784
